Date,Open,High,Low,Close,Adj Close,Volume
2020-12-11,2792.699951,2807.699951,2764.550049,2783.600098,2591.787354,1795408
2020-12-14,2802.000000,2804.000000,2756.250000,2797.699951,2604.915283,2483658
2020-12-15,2786.000000,2794.699951,2755.000000,2761.550049,2571.257080,2365509
2020-12-16,2779.000000,2819.800049,2760.449951,2814.199951,2620.278320,2565149
2020-12-17,2811.000000,2853.699951,2805.000000,2838.199951,2642.624512,2863460
2020-12-18,2868.000000,2898.000000,2846.199951,2861.000000,2663.853760,6076692
2020-12-21,2861.000000,2886.500000,2785.000000,2820.149902,2625.818604,2705195
2020-12-22,2834.000000,2883.649902,2818.649902,2872.500000,2674.561279,2881737
2020-12-23,2876.050049,2919.000000,2865.449951,2908.750000,2708.312988,2790988
2020-12-24,2909.000000,2921.350098,2883.199951,2909.350098,2708.872070,1807144
2020-12-28,2910.000000,2949.699951,2902.000000,2929.399902,2727.540283,2108994
2020-12-29,2920.000000,2952.000000,2920.000000,2930.500000,2728.564697,1994151
2020-12-30,2934.399902,2947.699951,2902.000000,2909.300049,2708.825195,2637968
2020-12-31,2900.000000,2905.000000,2845.000000,2862.750000,2665.482666,4040956
2021-01-01,2880.000000,2940.000000,2879.000000,2928.250000,2726.469727,2681440
2021-01-04,2950.000000,3050.750000,2940.949951,3039.449951,2830.006836,5113293
2021-01-05,3039.600098,3114.250000,3039.600098,3093.000000,2879.866943,5801309
2021-01-06,3100.000000,3113.500000,3037.199951,3051.500000,2841.226807,3726716
2021-01-07,3075.000000,3080.850098,3000.250000,3032.800049,2823.814941,3717827
2021-01-08,3090.000000,3128.000000,3060.000000,3120.899902,2905.843994,5879039
2021-01-11,3230.000000,3230.000000,3146.550049,3176.449951,2957.566895,9508039
2021-01-12,3176.449951,3210.000000,3150.000000,3174.850098,2956.076660,3611458
2021-01-13,3175.000000,3177.000000,3126.250000,3158.949951,2941.272461,3572801
2021-01-14,3155.000000,3266.500000,3120.399902,3250.699951,3032.459717,6931542
2021-01-15,3235.000000,3274.000000,3210.000000,3233.350098,3016.274658,4131692
2021-01-18,3250.000000,3256.750000,3187.399902,3221.750000,3005.453125,4160906
2021-01-19,3233.000000,3279.000000,3232.000000,3260.699951,3041.788330,2975735
2021-01-20,3270.000000,3327.949951,3267.100098,3308.800049,3086.659424,3453446
2021-01-21,3305.000000,3309.149902,3262.100098,3273.850098,3054.055664,2778546
2021-01-22,3241.899902,3325.000000,3241.899902,3303.100098,3081.341797,3052459
2021-01-25,3308.949951,3339.800049,3278.649902,3291.300049,3070.333984,2272887
2021-01-27,3300.000000,3306.449951,3227.000000,3261.050049,3042.114990,2786662
2021-01-28,3230.000000,3275.000000,3183.800049,3196.550049,2981.945557,3083938
2021-01-29,3210.050049,3216.850098,3100.000000,3111.350098,2902.465088,5445659
2021-02-01,3100.000000,3165.000000,3044.100098,3139.350098,2928.585449,3985846
2021-02-02,3174.000000,3224.000000,3150.000000,3203.449951,2988.381836,2881837
2021-02-03,3213.000000,3236.000000,3162.649902,3200.050049,2985.210205,2505866
2021-02-04,3216.050049,3237.850098,3176.000000,3188.449951,2974.389160,2057261
2021-02-05,3198.949951,3205.850098,3129.000000,3157.949951,2945.936279,2366135
2021-02-08,3189.500000,3226.000000,3155.149902,3214.100098,2998.317627,2526592
2021-02-09,3195.000000,3245.800049,3164.000000,3176.899902,2963.614258,2658751
2021-02-10,3185.000000,3219.399902,3157.300049,3213.300049,2997.570801,2127983
2021-02-11,3215.000000,3219.300049,3185.050049,3206.000000,2990.760742,1165882
2021-02-12,3184.199951,3245.500000,3182.000000,3190.800049,2976.581055,2777404
2021-02-15,3209.000000,3209.000000,3131.550049,3139.850098,2929.052734,2630853
2021-02-16,3150.000000,3167.649902,3100.000000,3108.800049,2900.086182,3435770
2021-02-17,3105.100098,3132.850098,3045.550049,3073.100098,2866.783203,3678426
2021-02-18,3065.000000,3097.899902,3031.000000,3057.350098,2852.090820,4189909
2021-02-19,3058.000000,3087.149902,3016.149902,3071.850098,2865.617432,3725028
2021-02-22,3096.000000,3096.000000,2943.149902,2958.449951,2759.830322,5366696
2021-02-23,2970.000000,3028.000000,2968.000000,2980.199951,2780.120605,3832829
2021-02-24,2972.000000,3003.350098,2921.149902,2948.100098,2750.175293,3774549
2021-02-25,2974.000000,3029.899902,2968.449951,2995.300049,2794.206787,4224073
2021-02-26,2960.000000,2972.350098,2880.000000,2894.300049,2699.987305,5553153
2021-03-01,2926.000000,2965.000000,2901.800049,2924.199951,2727.879639,3265871
2021-03-02,2960.000000,3025.000000,2948.000000,3006.350098,2804.514404,3306469
2021-03-03,3035.000000,3064.000000,2996.899902,3059.100098,2853.723145,3509857
2021-03-04,3023.000000,3081.449951,3016.050049,3049.699951,2844.954346,3916760
2021-03-05,3016.100098,3063.199951,2996.600098,3008.050049,2806.100342,3203686
2021-03-08,3016.000000,3033.000000,2996.000000,3006.949951,2805.074463,2003125
2021-03-09,3006.949951,3066.899902,2992.100098,3050.949951,2846.119873,1942397
2021-03-10,3075.000000,3093.199951,3060.000000,3070.949951,2864.777344,3053778
2021-03-12,3075.000000,3117.000000,3041.350098,3057.949951,2852.650391,2938317
2021-03-15,3041.000000,3099.000000,3041.000000,3066.149902,2860.300293,3097083
2021-03-16,3060.000000,3141.000000,3060.000000,3110.050049,2901.252930,4894756
2021-03-17,3105.000000,3155.000000,3085.300049,3112.949951,2903.957520,3838390
2021-03-18,3125.949951,3146.449951,2987.050049,3036.500000,2832.639893,3656306
2021-03-19,3030.000000,3099.000000,3005.000000,3050.199951,2845.420654,5776626
2021-03-22,3048.699951,3139.449951,3018.649902,3129.649902,2919.536377,2821646
2021-03-23,3140.000000,3169.000000,3122.850098,3142.600098,2931.617188,3305973
2021-03-24,3111.199951,3152.300049,3111.149902,3121.100098,2911.561035,2207104
2021-03-25,3112.199951,3130.850098,3050.000000,3064.850098,2859.087891,3179786
2021-03-26,3090.649902,3118.000000,3043.050049,3066.800049,2860.906250,3697370
2021-03-30,3083.000000,3188.449951,3060.899902,3158.550049,2946.496338,4694008
2021-03-31,3155.000000,3205.000000,3132.000000,3177.850098,2964.500732,3530069
2021-04-01,3191.100098,3215.000000,3145.000000,3165.000000,2952.513672,4285076
2021-04-05,3171.000000,3263.000000,3151.000000,3238.899902,3021.451660,5317862
2021-04-06,3275.000000,3275.000000,3230.000000,3264.699951,3045.520020,2291562
2021-04-07,3259.000000,3277.550049,3234.800049,3271.399902,3051.770020,2491268
2021-04-08,3270.000000,3335.000000,3266.050049,3317.350098,3094.635010,2578118
2021-04-09,3354.000000,3354.350098,3308.000000,3322.250000,3099.206787,2911129
2021-04-12,3322.250000,3338.100098,3213.199951,3246.550049,3028.588623,3791828
2021-04-13,3214.000000,3214.000000,3073.050049,3104.050049,2895.655273,8654596
2021-04-15,3160.300049,3237.250000,3087.449951,3218.949951,3002.841064,6062760
2021-04-16,3229.000000,3247.000000,3182.600098,3195.149902,2980.639160,3224657
2021-04-19,3169.000000,3189.000000,3135.100098,3161.800049,2949.528076,2679106
2021-04-20,3225.000000,3225.350098,3126.350098,3144.550049,2933.436279,3141893
2021-04-22,3148.000000,3148.000000,3105.250000,3118.800049,2909.415039,1988980
2021-04-23,3105.000000,3119.000000,3091.050049,3109.500000,2900.739502,1615309
2021-04-26,3102.050049,3153.000000,3088.050049,3100.800049,2892.623535,2490260
2021-04-27,3106.000000,3136.100098,3103.000000,3132.000000,2921.728760,1471417
2021-04-28,3149.949951,3151.000000,3112.000000,3124.100098,2914.359131,1639037
2021-04-29,3145.600098,3157.350098,3105.500000,3115.250000,2906.103760,1621395
2021-04-30,3099.000000,3132.050049,3020.000000,3035.649902,2831.847412,3072305
2021-05-03,3024.899902,3055.000000,3004.000000,3037.000000,2833.107178,1545831
2021-05-04,3062.800049,3090.000000,3035.000000,3049.750000,2845.000732,1990777
2021-05-05,3070.000000,3099.399902,3052.399902,3095.699951,2887.866211,1939289
2021-05-06,3105.500000,3134.000000,3074.000000,3111.449951,2902.558838,1791671
2021-05-07,3133.000000,3159.850098,3111.800049,3132.899902,2922.568115,1912540
2021-05-10,3145.949951,3164.199951,3125.000000,3145.500000,2934.322510,2137153
2021-05-11,3125.000000,3128.100098,3091.149902,3122.600098,2912.960449,2415625
2021-05-12,3120.000000,3120.000000,3070.600098,3087.600098,2880.309814,1978558
2021-05-14,3098.500000,3098.500000,3040.000000,3051.500000,2846.633301,2043935
2021-05-17,3055.000000,3075.199951,3036.000000,3069.750000,2863.658447,2890462
2021-05-18,3100.000000,3124.000000,3078.000000,3088.800049,2881.429199,2098538
2021-05-19,3084.000000,3118.000000,3067.100098,3082.000000,2875.085693,1986041
2021-05-20,3067.100098,3088.800049,3052.100098,3060.000000,2854.562500,2329027
2021-05-21,3061.000000,3088.199951,3055.100098,3080.500000,2873.686279,1685566
2021-05-24,3081.500000,3105.000000,3072.000000,3081.500000,2874.619385,1652260
2021-05-25,3092.000000,3128.250000,3082.100098,3114.000000,2919.147461,1841613
2021-05-26,3120.000000,3165.000000,3103.800049,3158.500000,2960.862549,1923753
2021-05-27,3161.949951,3217.750000,3161.800049,3180.000000,2981.016846,5959785
2021-05-28,3189.500000,3198.000000,3135.649902,3143.600098,2946.894775,1763701
2021-05-31,3150.000000,3170.350098,3128.600098,3159.149902,2961.472168,1652799
2021-06-01,3168.600098,3169.949951,3132.000000,3153.000000,2955.706299,1377441
2021-06-02,3150.850098,3159.449951,3115.000000,3129.449951,2933.630371,2240078
2021-06-03,3154.550049,3154.550049,3122.649902,3141.250000,2944.691406,1281706
2021-06-04,3128.000000,3156.850098,3125.000000,3143.750000,2947.035156,1836060
2021-06-07,3145.000000,3190.449951,3133.600098,3183.199951,2984.017090,2559821
2021-06-08,3198.000000,3231.000000,3187.199951,3200.149902,2999.906494,2574057
2021-06-09,3202.000000,3220.000000,3186.199951,3200.250000,3000.000244,1710925
2021-06-10,3210.000000,3224.000000,3193.000000,3216.800049,3015.514160,1874324
2021-06-11,3211.550049,3309.000000,3211.000000,3273.800049,3068.947998,3452954
2021-06-14,3279.000000,3308.699951,3270.350098,3276.350098,3071.338379,1847360
2021-06-15,3298.000000,3298.000000,3251.550049,3262.750000,3058.589111,1304985
2021-06-16,3262.100098,3294.699951,3253.000000,3274.350098,3069.463623,1635552
2021-06-17,3265.500000,3336.050049,3260.000000,3317.750000,3110.147705,2273413
2021-06-18,3350.899902,3358.000000,3275.000000,3297.300049,3090.977295,3380431
2021-06-21,3265.000000,3286.000000,3251.699951,3273.100098,3068.291504,1130569
2021-06-22,3304.000000,3327.050049,3285.000000,3301.199951,3094.633301,1708688
2021-06-23,3329.000000,3329.000000,3256.399902,3261.399902,3057.323486,1467104
2021-06-24,3284.000000,3383.000000,3278.500000,3373.600098,3162.503174,4155204
2021-06-25,3375.250000,3399.649902,3350.000000,3380.800049,3169.252441,2722861
2021-06-28,3391.500000,3391.500000,3333.000000,3336.750000,3127.958984,1355238
2021-06-29,3342.000000,3366.300049,3326.500000,3340.850098,3131.802734,1497322
2021-06-30,3346.000000,3382.000000,3338.500000,3345.750000,3136.395508,1693146
2021-07-01,3358.000000,3362.000000,3332.350098,3341.500000,3132.411621,990310
2021-07-02,3331.000000,3339.699951,3295.199951,3325.449951,3117.365723,1682274
2021-07-05,3342.000000,3374.000000,3302.000000,3321.000000,3113.194092,1972858
2021-07-06,3313.000000,3328.000000,3256.100098,3262.300049,3058.167236,2159420
2021-07-07,3275.000000,3282.699951,3241.600098,3274.949951,3070.025879,2640710
2021-07-08,3298.000000,3298.000000,3231.899902,3258.500000,3054.604736,2485811
2021-07-09,3250.000000,3282.000000,3201.000000,3208.149902,3007.405518,6365067
2021-07-12,3235.000000,3236.000000,3188.350098,3193.100098,2993.297363,1892226
2021-07-13,3214.000000,3214.000000,3175.000000,3187.550049,2988.094727,1809339
2021-07-14,3187.000000,3222.000000,3185.000000,3214.550049,3013.405273,2044279
2021-07-15,3227.600098,3231.850098,3194.000000,3202.949951,3009.083252,2232968
2021-07-16,3213.000000,3219.850098,3192.000000,3194.800049,3001.427246,1256526
2021-07-19,3180.000000,3199.800049,3176.000000,3184.600098,2991.844482,1597058
2021-07-20,3184.600098,3215.000000,3156.149902,3205.800049,3011.761719,1811945
2021-07-22,3190.000000,3224.949951,3190.000000,3216.350098,3021.672363,2859334
2021-07-23,3230.000000,3241.550049,3206.649902,3212.850098,3018.384521,1776193
2021-07-26,3200.000000,3224.250000,3190.850098,3197.550049,3004.010742,1259611
2021-07-27,3200.000000,3210.000000,3161.149902,3182.949951,2990.293945,1121367
2021-07-28,3188.000000,3204.449951,3132.399902,3197.800049,3004.245605,1660654
2021-07-29,3200.250000,3225.449951,3190.300049,3195.800049,3002.366699,1731997
2021-07-30,3219.000000,3223.500000,3162.350098,3167.449951,2975.732422,2999943
2021-08-02,3180.000000,3224.899902,3167.000000,3219.399902,3024.538086,2608669
2021-08-03,3229.000000,3290.000000,3218.949951,3284.899902,3086.073486,3804735
2021-08-04,3300.000000,3305.199951,3261.199951,3273.949951,3075.785889,2929598
2021-08-05,3275.000000,3315.000000,3262.500000,3283.949951,3085.180420,2534521
2021-08-06,3272.550049,3324.000000,3265.000000,3309.800049,3109.466309,2292362
2021-08-09,3323.899902,3337.000000,3310.000000,3322.699951,3121.584961,1510489
2021-08-10,3315.600098,3349.899902,3315.600098,3333.899902,3132.107666,2040777
2021-08-11,3350.000000,3360.000000,3327.100098,3344.199951,3141.783936,1929707
2021-08-12,3326.000000,3368.000000,3326.000000,3351.750000,3148.877197,1310205
2021-08-13,3360.750000,3480.000000,3357.500000,3463.399902,3253.769043,4363584
2021-08-16,3460.000000,3494.350098,3436.500000,3472.949951,3262.741455,2083489
2021-08-17,3482.100098,3560.800049,3463.000000,3553.050049,3337.993164,4336019
2021-08-18,3573.850098,3595.000000,3536.600098,3560.550049,3345.039307,2631309
2021-08-20,3506.000000,3575.000000,3500.000000,3559.500000,3344.052734,2836148
2021-08-23,3580.000000,3673.000000,3561.899902,3637.399902,3417.237061,3744176
2021-08-24,3657.000000,3667.350098,3594.399902,3613.199951,3394.502197,2511141
2021-08-25,3610.000000,3697.750000,3607.050049,3659.000000,3437.530029,2123263
2021-08-26,3660.000000,3687.600098,3647.899902,3671.850098,3449.602539,1902533
2021-08-27,3666.000000,3729.500000,3651.100098,3720.149902,3494.978516,3944728
2021-08-30,3715.000000,3740.350098,3687.600098,3701.300049,3477.270264,2033114
2021-08-31,3709.399902,3804.100098,3703.449951,3786.449951,3557.265869,3207480
2021-09-01,3796.000000,3816.699951,3707.000000,3714.949951,3490.093506,2643336
2021-09-02,3734.000000,3859.149902,3722.000000,3836.750000,3604.521240,3403717
2021-09-03,3825.000000,3856.899902,3804.550049,3842.050049,3609.500732,1746812
2021-09-06,3849.699951,3877.600098,3814.000000,3852.000000,3618.848389,1723693
2021-09-07,3864.000000,3869.949951,3808.250000,3815.899902,3584.933350,1585039
2021-09-08,3810.000000,3815.000000,3756.000000,3774.149902,3545.710205,4147175
2021-09-09,3789.699951,3808.699951,3765.000000,3791.399902,3561.916260,1441148
2021-09-13,3767.000000,3852.399902,3767.000000,3845.350098,3612.600830,1691473
2021-09-14,3849.949951,3896.500000,3825.000000,3885.899902,3650.696289,1991188
2021-09-15,3882.100098,3980.000000,3866.000000,3954.550049,3715.191650,2461369
2021-09-16,3930.000000,3981.750000,3892.100098,3903.300049,3667.043213,2946666
2021-09-17,3920.000000,3945.000000,3805.000000,3827.850098,3596.160400,6477148
2021-09-20,3809.000000,3871.000000,3807.850098,3823.500000,3592.073730,2002008
2021-09-21,3858.000000,3871.550049,3821.649902,3862.949951,3629.135498,1568129
2021-09-22,3862.500000,3896.850098,3852.449951,3862.149902,3628.383789,1744067
2021-09-23,3870.000000,3879.000000,3835.000000,3869.250000,3635.054688,2003869
2021-09-24,3890.000000,3944.399902,3855.000000,3871.300049,3636.979980,2320754
2021-09-27,3900.000000,3904.000000,3802.899902,3836.949951,3604.709229,1673362
2021-09-28,3850.000000,3850.000000,3751.250000,3779.149902,3550.407715,2253075
2021-09-29,3759.800049,3806.000000,3722.149902,3791.899902,3562.385986,2489161
2021-09-30,3805.000000,3805.000000,3750.100098,3775.550049,3547.025635,2252412
2021-10-01,3781.750000,3810.000000,3725.000000,3730.199951,3504.420410,1578374
2021-10-04,3724.800049,3783.649902,3707.449951,3773.300049,3544.912109,1356860
2021-10-05,3754.000000,3840.000000,3741.600098,3833.300049,3601.280273,1877966
2021-10-06,3836.000000,3857.449951,3795.000000,3810.899902,3580.235352,1678154
2021-10-07,3830.000000,3899.000000,3820.050049,3892.899902,3657.272217,1647233
2021-10-08,3925.000000,3989.899902,3900.000000,3935.649902,3697.435303,2934339
2021-10-11,3755.000000,3757.500000,3660.000000,3685.600098,3462.520264,11845402
2021-10-12,3706.000000,3707.000000,3630.600098,3652.850098,3431.752686,5752877
2021-10-13,3650.000000,3675.449951,3645.000000,3655.199951,3433.959717,3545655
2021-10-14,3625.000000,3670.000000,3608.199951,3611.449951,3399.368164,6442299
2021-10-18,3603.449951,3652.699951,3601.449951,3647.149902,3432.972168,3590107
2021-10-19,3669.000000,3690.100098,3625.199951,3634.149902,3420.735352,3135441
2021-10-20,3612.000000,3630.000000,3578.300049,3608.850098,3396.921143,2933693
2021-10-21,3604.100098,3607.449951,3511.250000,3532.500000,3325.054443,4871211
2021-10-22,3560.000000,3561.600098,3485.000000,3498.850098,3293.380615,2691670
2021-10-25,3503.000000,3514.550049,3450.000000,3492.949951,3287.827393,2595594
2021-10-26,3494.500000,3529.000000,3475.000000,3482.600098,3278.084961,3878763
2021-10-27,3483.000000,3511.250000,3483.000000,3489.750000,3284.814941,2510813
2021-10-28,3518.000000,3518.000000,3415.000000,3421.649902,3220.713867,2424942
2021-10-29,3400.050049,3461.000000,3385.949951,3397.750000,3198.217773,3960501
2021-11-01,3437.949951,3487.000000,3412.949951,3476.399902,3272.249023,2020718
2021-11-02,3494.000000,3513.600098,3469.750000,3484.199951,3279.590820,3087414
2021-11-03,3504.199951,3519.899902,3466.050049,3492.250000,3287.168213,1537639
2021-11-04,3512.949951,3513.250000,3505.000000,3508.649902,3302.604736,328991
2021-11-08,3548.000000,3548.000000,3481.199951,3502.750000,3297.051758,2526082
2021-11-09,3508.000000,3535.000000,3496.000000,3505.699951,3299.828369,1782692
2021-11-10,3498.000000,3519.699951,3480.199951,3484.300049,3279.685059,1516489
2021-11-11,3480.000000,3510.050049,3436.000000,3488.199951,3283.356201,1284514
2021-11-12,3506.000000,3534.149902,3485.699951,3526.050049,3318.983643,1747259
2021-11-15,3528.000000,3569.600098,3528.000000,3553.300049,3344.633057,1809157
2021-11-16,3569.000000,3575.550049,3542.000000,3556.399902,3347.550781,2013204
2021-11-17,3550.600098,3562.850098,3506.399902,3521.899902,3315.077148,1632914
2021-11-18,3515.149902,3520.850098,3451.600098,3475.699951,3271.590088,2136598
2021-11-22,3478.399902,3515.949951,3440.300049,3458.399902,3255.306396,3167936
2021-11-23,3445.000000,3480.949951,3407.800049,3464.250000,3260.812500,2153461
2021-11-24,3472.199951,3493.050049,3424.000000,3443.300049,3241.092773,2161746
2021-11-25,3443.899902,3463.000000,3434.050049,3445.899902,3243.540283,1849619
2021-11-26,3425.000000,3490.000000,3411.899902,3446.850098,3244.434814,1941251
2021-11-29,3447.149902,3529.350098,3406.449951,3502.000000,3296.346191,2981745
2021-11-30,3491.000000,3563.750000,3491.000000,3529.149902,3321.901123,5588446
2021-12-01,3535.000000,3590.000000,3535.000000,3577.800049,3367.694336,2102118
2021-12-02,3589.199951,3648.000000,3574.100098,3642.899902,3428.971436,3152938
2021-12-03,3646.449951,3665.949951,3630.850098,3640.449951,3426.664795,2486263
2021-12-06,3640.449951,3658.000000,3522.000000,3536.399902,3328.725586,1849642
2021-12-07,3562.500000,3598.000000,3524.300049,3584.500000,3374.001221,1484458
2021-12-08,3601.000000,3646.449951,3601.000000,3626.899902,3413.910889,1428660
2021-12-09,3610.000000,3634.750000,3566.000000,3601.750000,3390.237549,1567957
2021-12-10,3585.000000,3642.000000,3575.100098,3636.800049,3423.229492,1510718
2021-12-13,3650.000000,3662.000000,3601.699951,3609.649902,3397.674072,1883864
2021-12-14,3605.000000,3635.000000,3576.699951,3623.800049,3410.992920,1747007
2021-12-15,3620.000000,3623.000000,3558.149902,3570.350098,3360.682129,1603233
2021-12-16,3582.000000,3608.449951,3570.000000,3581.600098,3371.271240,2072320
2021-12-17,3602.500000,3651.350098,3573.699951,3584.350098,3373.859863,4333992
2021-12-20,3589.000000,3606.000000,3510.149902,3556.899902,3348.021729,2312310
2021-12-21,3582.649902,3641.199951,3566.399902,3608.300049,3396.403564,2340989
2021-12-22,3624.000000,3636.800049,3606.250000,3630.750000,3417.535156,1224328
2021-12-23,3648.000000,3670.500000,3630.000000,3662.699951,3447.608643,1792861
2021-12-24,3685.000000,3705.000000,3644.800049,3670.899902,3455.326904,2209923
2021-12-27,3671.000000,3700.000000,3653.100098,3696.100098,3479.047119,1534135
2021-12-28,3710.000000,3725.000000,3693.850098,3706.550049,3488.883789,1456218
2021-12-29,3692.250000,3719.949951,3685.000000,3694.699951,3477.729492,1456923
2021-12-30,3681.350098,3740.000000,3680.000000,3733.750000,3514.486328,1966475
2021-12-31,3742.800049,3760.000000,3731.300049,3738.350098,3518.816650,1207141
2022-01-03,3750.000000,3830.000000,3745.000000,3817.750000,3593.553223,2346158
2022-01-04,3831.100098,3889.149902,3811.699951,3884.750000,3656.618896,2488606
2022-01-05,3865.000000,3870.000000,3812.399902,3860.949951,3634.216553,1733031
2022-01-06,3812.000000,3835.000000,3772.000000,3807.449951,3583.858398,1810293
2022-01-07,3820.000000,3864.899902,3796.399902,3853.500000,3627.203613,2460591
2022-01-10,3978.000000,3978.000000,3861.000000,3879.850098,3652.007324,3937092
2022-01-11,3856.000000,3925.000000,3856.000000,3915.899902,3685.939209,1906106
2022-01-12,3925.000000,3929.000000,3836.550049,3859.899902,3633.228027,3203744
2022-01-13,3918.000000,3923.000000,3857.000000,3897.899902,3668.996582,6684507
2022-01-14,3877.850098,3977.000000,3860.050049,3968.149902,3735.121094,3348123
2022-01-17,3992.699951,4043.000000,3962.300049,4019.149902,3783.126465,3442604
2022-01-18,4033.949951,4041.699951,3980.000000,3990.600098,3756.252930,2389041
2022-01-19,4012.000000,4012.000000,3910.500000,3914.649902,3691.237549,3102539
2022-01-20,3910.000000,3920.000000,3811.000000,3826.550049,3608.165771,6176776
2022-01-21,3807.000000,3851.550049,3771.100098,3833.500000,3614.718994,3112358
2022-01-24,3840.000000,3849.649902,3740.100098,3771.350098,3556.116211,3258414
2022-01-25,3769.500000,3809.399902,3722.199951,3769.899902,3554.748535,3330501
2022-01-27,3731.000000,3733.399902,3625.100098,3649.250000,3440.984375,5718297
2022-01-28,3646.000000,3729.800049,3646.000000,3690.050049,3479.456299,3143862
2022-01-31,3749.000000,3758.000000,3721.399902,3736.250000,3523.019043,2739393
2022-02-01,3770.000000,3808.000000,3736.399902,3800.649902,3583.743652,2105169
2022-02-02,3827.899902,3864.000000,3800.649902,3856.199951,3636.123535,1984212
2022-02-03,3851.000000,3882.500000,3816.050049,3824.600098,3606.327393,1960538
2022-02-04,3815.300049,3824.699951,3769.000000,3814.899902,3597.180908,2307366
2022-02-07,3791.000000,3831.800049,3756.149902,3779.000000,3563.329834,1919149
2022-02-08,3791.550049,3799.699951,3721.000000,3743.449951,3529.808350,2946443
2022-02-09,3750.000000,3777.949951,3746.100098,3760.550049,3545.932373,1638721
2022-02-10,3789.800049,3789.800049,3758.000000,3770.350098,3555.173096,2112459
2022-02-11,3752.500000,3752.500000,3690.000000,3694.949951,3484.075928,3851488
2022-02-14,3724.000000,3793.250000,3710.000000,3733.750000,3520.661865,5951745
2022-02-15,3786.000000,3835.000000,3748.000000,3817.800049,3599.915039,3931683
2022-02-16,3844.000000,3854.100098,3806.000000,3813.100098,3595.483398,3256906
2022-02-17,3825.000000,3835.000000,3779.000000,3784.199951,3568.233154,3134372
2022-02-18,3769.000000,3815.949951,3757.600098,3793.899902,3577.378906,3688883
2022-02-21,3810.000000,3827.800049,3705.550049,3719.399902,3507.130859,7465922
2022-02-22,3650.000000,3667.899902,3570.000000,3586.399902,3381.721191,5408531
2022-02-23,3611.000000,3622.899902,3555.649902,3563.800049,3360.411377,2426203
2022-02-24,3474.000000,3483.850098,3391.100098,3401.649902,3207.514893,5039136
2022-02-25,3468.000000,3530.000000,3462.000000,3520.750000,3319.818115,2549723
2022-02-28,3490.000000,3563.750000,3455.899902,3554.199951,3351.359375,3288942
2022-03-02,3552.500000,3571.949951,3506.000000,3546.149902,3343.768555,2761341
2022-03-03,3562.850098,3578.600098,3530.100098,3544.399902,3342.118408,1928039
2022-03-04,3501.500000,3561.199951,3487.050049,3524.350098,3323.212891,2370257
2022-03-07,3450.000000,3548.000000,3431.550049,3484.899902,3286.013672,3054130
2022-03-08,3460.000000,3609.000000,3460.000000,3599.949951,3394.497803,3300992
2022-03-09,3605.000000,3654.000000,3597.050049,3632.600098,3425.284912,2719654
2022-03-10,3684.000000,3684.000000,3615.000000,3620.949951,3414.299561,2005441
2022-03-11,3603.250000,3639.850098,3592.850098,3599.149902,3393.743652,1623423
2022-03-14,3580.000000,3648.350098,3580.000000,3643.000000,3435.090820,1765688
2022-03-15,3659.000000,3659.000000,3585.399902,3593.899902,3388.793213,3651133
2022-03-16,3640.500000,3668.000000,3616.250000,3655.899902,3447.254395,3090475
2022-03-17,3696.600098,3710.000000,3660.300049,3672.750000,3463.143555,3600452
2022-03-21,3696.000000,3713.949951,3615.000000,3626.699951,3419.721436,2413831
2022-03-22,3640.000000,3711.000000,3625.000000,3700.949951,3489.734131,2907611
2022-03-23,3708.000000,3729.800049,3690.000000,3712.399902,3500.530518,1596195
2022-03-24,3700.000000,3758.199951,3695.000000,3749.850098,3535.843018,1879046
2022-03-25,3759.899902,3779.500000,3672.000000,3707.449951,3495.863037,1690133
2022-03-28,3695.000000,3713.000000,3661.199951,3707.699951,3496.098145,1760990
2022-03-29,3694.750000,3722.000000,3691.000000,3705.350098,3493.883057,2689063
2022-03-30,3738.000000,3738.000000,3706.199951,3731.550049,3518.587158,1583455
2022-03-31,3740.000000,3754.649902,3720.199951,3739.949951,3526.508301,2168110
2022-04-01,3748.000000,3763.000000,3728.050049,3758.750000,3544.235352,1387014
2022-04-04,3762.000000,3780.000000,3737.100098,3770.350098,3555.173096,1472994
2022-04-05,3772.000000,3835.600098,3772.000000,3814.800049,3597.086426,2314947
2022-04-06,3809.300049,3809.300049,3731.149902,3755.350098,3541.029297,2051729
2022-04-07,3745.500000,3745.500000,3679.000000,3684.149902,3473.892578,2494829
2022-04-08,3690.000000,3705.000000,3642.500000,3685.649902,3475.307129,2296773
2022-04-11,3690.000000,3712.350098,3656.100098,3696.399902,3485.443115,2291660
2022-04-12,3683.000000,3739.000000,3648.350098,3691.100098,3480.445801,4483476
2022-04-13,3707.000000,3709.850098,3655.550049,3661.949951,3452.959473,1621672
2022-04-18,3610.000000,3610.000000,3522.500000,3528.050049,3326.701660,3820792
2022-04-19,3550.000000,3563.550049,3439.149902,3471.899902,3273.755859,3170014
2022-04-20,3500.000000,3569.149902,3480.000000,3556.800049,3353.810791,2640370
2022-04-21,3580.000000,3644.000000,3567.399902,3628.649902,3421.560059,2280996
2022-04-22,3581.100098,3617.000000,3571.500000,3612.550049,3406.378906,1581465
2022-04-25,3558.000000,3584.000000,3533.100098,3548.199951,3345.701172,1960694
2022-04-26,3575.149902,3587.899902,3518.149902,3546.300049,3343.909912,1943469
2022-04-27,3546.000000,3568.449951,3506.300049,3561.199951,3357.959473,1727648
